Pokemon Name,Primary Type,Secondary Type,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Gen
"""Nymble""","""Bug""",,"""Scarlet""",33,46,40,21,25,45,210,Gen9
"""Lokix""","""Bug""","""Dark""","""Scarlet""",71,102,78,52,55,92,450,Gen9
"""Pawmi""","""Electric""",,"""Scarlet""",45,50,20,40,25,60,240,Gen9
"""Pawmo""","""Electric""","""Fighting""","""Scarlet""",60,75,40,50,40,85,350,Gen9
"""Pawmot""","""Electric""","""Fighting""","""Scarlet""",70,115,70,70,60,105,490,Gen9
"""Tandemaus""","""Normal""",,"""Scarlet""",50,50,45,40,45,75,305,Gen9
"""Maushold""","""Normal""",,"""Scarlet""",74,75,70,65,75,111,470,Gen9
"""Maushold""","""Normal""",,"""Scarlet""",74,75,70,65,75,111,470,Gen9
"""Fidough""","""Fairy""",,"""Scarlet""",37,55,70,30,55,65,312,Gen9
"""Dachsbun""","""Fairy""",,"""Scarlet""",57,80,115,50,80,95,477,Gen9
"""Smoliv""","""Grass""","""Normal""","""Scarlet""",41,35,45,58,51,30,260,Gen9
"""Dolliv""","""Grass""","""Normal""","""Scarlet""",52,53,60,78,78,33,354,Gen9
"""Arboliva""","""Grass""","""Normal""","""Scarlet""",78,69,90,125,109,39,510,Gen9
"""Squawkabilly""","""Normal""","""Flying""","""Scarlet""",82,96,51,45,51,92,417,Gen9
"""Squawkabilly""","""Normal""","""Flying""","""Scarlet""",82,96,51,45,51,92,417,Gen9
"""Squawkabilly""","""Normal""","""Flying""","""Scarlet""",82,96,51,45,51,92,417,Gen9
"""Squawkabilly""","""Normal""","""Flying""","""Scarlet""",82,96,51,45,51,92,417,Gen9
"""Nacli""","""Rock""",,"""Scarlet""",55,55,75,35,35,25,280,Gen9
"""Naclstack""","""Rock""",,"""Scarlet""",60,60,100,35,65,35,355,Gen9
"""Garganacl""","""Rock""",,"""Scarlet""",100,100,130,45,90,35,500,Gen9
"""Charcadet""","""Fire""",,"""Scarlet""",40,50,40,50,40,35,255,Gen9
"""Armarouge""","""Fire""","""Psychic""","""Scarlet""",85,60,100,125,80,75,525,Gen9
"""Ceruledge""","""Fire""","""Ghost""","""Scarlet""",75,125,80,60,100,85,525,Gen9
"""Tadbulb""","""Electric""",,"""Scarlet""",61,31,41,59,35,45,272,Gen9
"""Bellibolt""","""Electric""",,"""Scarlet""",109,64,91,103,83,45,495,Gen9
"""Wattrel""","""Electric""","""Flying""","""Scarlet""",40,40,35,55,40,70,280,Gen9
"""Kilowattrel""","""Electric""","""Flying""","""Scarlet""",70,70,60,105,60,125,490,Gen9
"""Maschiff""","""Dark""",,"""Scarlet""",60,78,60,40,51,51,340,Gen9
"""Mabosstiff""","""Dark""",,"""Scarlet""",80,120,90,60,70,85,505,Gen9
"""Shroodle""","""Poison""","""Normal""","""Scarlet""",40,65,35,40,35,75,290,Gen9
"""Grafaiai""","""Poison""","""Normal""","""Scarlet""",63,95,65,80,72,110,485,Gen9
"""Bramblin""","""Grass""","""Ghost""","""Scarlet""",40,65,30,45,35,60,275,Gen9
"""Brambleghast""","""Grass""","""Ghost""","""Scarlet""",55,115,70,80,70,90,480,Gen9
"""Toedscool""","""Ground""","""Grass""","""Scarlet""",40,40,35,50,100,70,335,Gen9
"""Toedscruel""","""Ground""","""Grass""","""Scarlet""",80,70,65,80,120,100,515,Gen9
"""Klawf""","""Rock""",,"""Scarlet""",70,100,115,35,55,75,450,Gen9
"""Capsakid""","""Grass""",,"""Scarlet""",50,62,40,62,40,50,304,Gen9
"""Scovillain""","""Grass""","""Fire""","""Scarlet""",65,108,65,108,65,75,486,Gen9
"""Rellor""","""Bug""",,"""Scarlet""",41,50,60,31,58,30,270,Gen9
"""Rabsca""","""Bug""","""Psychic""","""Scarlet""",75,50,85,115,100,45,470,Gen9
"""Flittle""","""Psychic""",,"""Scarlet""",30,35,30,55,30,75,255,Gen9
"""Espathra""","""Psychic""",,"""Scarlet""",95,60,60,101,60,105,481,Gen9
"""Tinkatink""","""Fairy""","""Steel""","""Scarlet""",50,45,45,35,64,58,297,Gen9
"""Tinkatuff""","""Fairy""","""Steel""","""Scarlet""",65,55,55,45,82,78,380,Gen9
"""Tinkaton""","""Fairy""","""Steel""","""Scarlet""",85,75,77,70,105,94,506,Gen9
"""Wiglett""","""Water""",,"""Scarlet""",10,55,25,35,25,95,245,Gen9
"""Wugtrio""","""Water""",,"""Scarlet""",35,100,50,50,70,120,425,Gen9
"""Bombirdier""","""Flying""","""Dark""","""Scarlet""",70,103,85,60,85,82,485,Gen9
"""Finizen""","""Water""",,"""Scarlet""",70,45,40,45,40,75,315,Gen9
"""Palafin""","""Water""",,"""Scarlet""",100,70,72,53,62,100,457,Gen9
"""Palafin""","""Water""",,"""Scarlet""",100,160,97,106,87,100,650,Gen9
"""Varoom""","""Steel""","""Poison""","""Scarlet""",45,70,63,30,45,47,300,Gen9
"""Revavroom""","""Steel""","""Poison""","""Scarlet""",80,119,90,54,67,90,500,Gen9
"""Cyclizar""","""Dragon""","""Normal""","""Scarlet""",70,95,65,85,65,121,501,Gen9
"""Orthworm""","""Steel""",,"""Scarlet""",70,85,145,60,55,65,480,Gen9
"""Glimmet""","""Rock""","""Poison""","""Scarlet""",48,35,42,105,60,60,350,Gen9
"""Glimmora""","""Rock""","""Poison""","""Scarlet""",83,55,90,130,81,86,525,Gen9
"""Greavard""","""Ghost""",,"""Scarlet""",50,61,60,30,55,34,290,Gen9
"""Houndstone""","""Ghost""",,"""Scarlet""",72,101,100,50,97,68,488,Gen9
"""Flamigo""","""Flying""","""Fighting""","""Scarlet""",82,115,74,75,64,90,500,Gen9
"""Cetoddle""","""Ice""",,"""Scarlet""",108,68,45,30,40,43,334,Gen9
"""Cetitan""","""Ice""",,"""Scarlet""",170,113,65,45,55,73,521,Gen9
"""Veluza""","""Water""","""Psychic""","""Scarlet""",90,102,73,78,65,70,478,Gen9
"""Dondozo""","""Water""",,"""Scarlet""",150,100,115,65,65,35,530,Gen9
"""Tatsugiri""","""Dragon""","""Water""","""Scarlet""",68,50,60,120,95,82,475,Gen9
"""Tatsugiri""","""Dragon""","""Water""","""Scarlet""",68,50,60,120,95,82,475,Gen9
"""Tatsugiri""","""Dragon""","""Water""","""Scarlet""",68,50,60,120,95,82,475,Gen9
"""Annihilape""","""Fighting""","""Ghost""","""Scarlet""",110,115,80,50,90,90,535,Gen9
"""Clodsire""","""Poison""","""Ground""","""Scarlet""",130,75,60,45,100,20,430,Gen9
"""Farigiraf""","""Normal""","""Psychic""","""Scarlet""",120,90,70,110,70,60,520,Gen9
"""Dudunsparce""","""Normal""",,"""Scarlet""",125,100,80,85,75,55,520,Gen9
"""Dudunsparce""","""Normal""",,"""Scarlet""",125,100,80,85,75,55,520,Gen9
"""Kingambit""","""Dark""","""Steel""","""Scarlet""",100,135,120,60,85,50,550,Gen9
"""Great Tusk""","""Ground""","""Fighting""","""Scarlet""",115,131,131,53,53,87,570,Gen9
"""Scream Tail""","""Fairy""","""Psychic""","""Scarlet""",115,65,99,65,115,111,570,Gen9
"""Brute Bonnet""","""Grass""","""Dark""","""Scarlet""",111,127,99,79,99,55,570,Gen9
"""Flutter Mane""","""Ghost""","""Fairy""","""Scarlet""",55,55,55,135,135,135,570,Gen9
"""Slither Wing""","""Bug""","""Fighting""","""Scarlet""",85,135,79,85,105,81,570,Gen9
"""Sandy Shocks""","""Electric""","""Ground""","""Scarlet""",85,81,97,121,85,101,570,Gen9
"""Iron Treads""","""Ground""","""Steel""","""Scarlet""",90,112,120,72,70,106,570,Gen9
"""Iron Bundle""","""Ice""","""Water""","""Scarlet""",56,80,114,124,60,136,570,Gen9
"""Iron Hands""","""Fighting""","""Electric""","""Scarlet""",154,140,108,50,68,50,570,Gen9
"""Iron Jugulis""","""Dark""","""Flying""","""Scarlet""",94,80,86,122,80,108,570,Gen9
"""Iron Moth""","""Fire""","""Poison""","""Scarlet""",80,70,60,140,110,110,570,Gen9
"""Iron Thorns""","""Rock""","""Electric""","""Scarlet""",100,130,110,70,84,72,566,Gen9
"""Frigibax""","""Dragon""","""Ice""","""Scarlet""",65,75,45,35,45,55,320,Gen9
"""Arctibax""","""Dragon""","""Ice""","""Scarlet""",90,95,66,45,65,62,423,Gen9
"""Baxcalibur""","""Dragon""","""Ice""","""Scarlet""",115,145,92,75,86,87,600,Gen9
"""Gimmighoul""","""Ghost""",,"""Scarlet""",45,30,70,75,70,10,300,Gen9
"""Gimmighoul""","""Ghost""",,"""Pokémon GO""",45,30,25,75,45,80,300,Gen7
"""Gholdengo""","""Steel""","""Ghost""","""Scarlet""",87,60,95,133,97,84,556,Gen9
"""Gholdengo""","""Steel""","""Ghost""","""Scarlet""",87,60,95,133,97,84,556,Gen9
"""Wo-Chien""","""Dark""","""Grass""","""Scarlet""",85,85,100,95,135,70,570,Gen9
"""Chien-Pao""","""Dark""","""Ice""","""Scarlet""",80,120,80,90,65,135,570,Gen9
"""Ting-Lu""","""Dark""","""Ground""","""Scarlet""",155,110,125,55,80,45,570,Gen9
"""Chi-Yu""","""Dark""","""Fire""","""Scarlet""",55,80,80,135,120,100,570,Gen9
"""Roaring Moon""","""Dragon""","""Dark""","""Scarlet""",105,139,71,55,101,119,590,Gen9
"""Iron Valiant""","""Fairy""","""Fighting""","""Scarlet""",74,130,90,120,60,116,590,Gen9
"""Koraidon""","""Fighting""","""Dragon""","""Scarlet""",100,135,115,85,100,135,670,Gen9
"""Miraidon""","""Electric""","""Dragon""","""Scarlet""",100,85,100,135,115,135,670,Gen9
"""Walking Wake""","""Water""","""Dragon""","""Scarlet""",99,83,91,125,83,109,590,Gen9
"""Iron Leaves""","""Grass""","""Psychic""","""Scarlet""",90,130,88,70,108,104,590,Gen9
"""Dipplin""","""Grass""","""Dragon""","""Scarlet""",80,80,110,95,80,40,485,Gen9
"""Poltchageist""","""Grass""","""Ghost""","""Scarlet""",40,45,45,74,54,50,308,Gen9
"""Poltchageist""","""Grass""","""Ghost""","""Scarlet""",40,45,45,74,54,50,308,Gen9
"""Sinistcha""","""Grass""","""Ghost""","""Scarlet""",71,60,106,121,80,70,508,Gen9
"""Sinistcha""","""Grass""","""Ghost""","""Scarlet""",71,60,106,121,80,70,508,Gen9
"""Okidogi""","""Poison""","""Fighting""","""Scarlet""",88,128,115,58,86,80,555,Gen9
"""Munkidori""","""Poison""","""Psychic""","""Scarlet""",86,75,66,130,90,106,553,Gen9
"""Fezandipiti""","""Poison""","""Fairy""","""Scarlet""",88,91,82,70,125,99,555,Gen9
"""Ogerpon""","""Grass""",,"""Scarlet""",80,120,84,60,96,110,550,Gen9
"""Ogerpon""","""Grass""","""Water""","""Scarlet""",80,120,84,60,96,110,550,Gen9
"""Ogerpon""","""Grass""","""Fire""","""Scarlet""",80,120,84,60,96,110,550,Gen9
"""Ogerpon""","""Grass""","""Rock""","""Scarlet""",80,120,84,60,96,110,550,Gen9
"""Archaludon""","""Steel""","""Dragon""","""Scarlet""",90,105,130,125,65,85,600,Gen9
"""Hydrapple""","""Grass""","""Dragon""","""Scarlet""",106,80,110,120,80,44,540,Gen9
"""Gouging Fire""","""Fire""","""Dragon""","""Violet""",105,115,121,65,93,91,590,Gen9
"""Raging Bolt""","""Electric""","""Dragon""","""Scarlet""",125,73,91,137,89,75,590,Gen9
"""Iron Boulder""","""Rock""","""Psychic""","""Violet""",90,120,80,68,108,124,590,Gen9
"""Iron Crown""","""Steel""","""Psychic""","""Scarlet""",90,72,100,122,108,98,590,Gen9
"""Terapagos""","""Normal""",,"""Violet""",160,105,110,130,110,85,700,Gen9
"""Terapagos""","""Normal""",,"""Violet""",90,65,85,65,85,60,450,Gen9
"""Terapagos""","""Normal""",,"""Scarlet""",95,95,110,105,110,85,600,Gen9
"""Pecharunt""","""Poison""","""Ghost""","""Scarlet""",88,88,160,88,88,88,600,Gen9
