Pokemon Name,Primary Type,Secondary Type,Secondary Ability,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total
"""Morpeko""","""Electric""","""Dark""",,50,"""Sword""",58,95,58,70,58,97,436
"""Cufant""","""Steel""",,,50,"""Sword""",72,80,49,40,49,40,330
"""Copperajah""","""Steel""",,,50,"""Sword""",122,130,69,80,69,30,500
"""Copperajah""","""Steel""",,,50,"""Sword""",122,130,69,80,69,30,500
"""Dracozolt""","""Electric""","""Dragon""","""Hustle""",50,"""Sword""",90,100,90,80,70,75,505
"""Arctozolt""","""Electric""","""Ice""","""Static""",50,"""Sword""",90,100,90,90,80,55,505
"""Dracovish""","""Water""","""Dragon""","""Strong Jaw""",50,"""Sword""",90,90,100,70,80,75,505
"""Arctovish""","""Water""","""Ice""","""Ice Body""",50,"""Sword""",90,90,100,80,90,55,505
"""Duraludon""","""Steel""","""Dragon""","""Heavy Metal""",50,"""Sword""",70,95,115,120,50,85,535
"""Duraludon""","""Steel""","""Dragon""","""Heavy Metal""",50,"""Sword""",70,95,115,120,50,85,535
"""Dreepy""","""Dragon""","""Ghost""","""Infiltrator""",50,"""Sword""",28,60,30,40,30,82,270
"""Drakloak""","""Dragon""","""Ghost""","""Infiltrator""",50,"""Sword""",68,80,50,60,50,102,410
"""Dragapult""","""Dragon""","""Ghost""","""Infiltrator""",50,"""Sword""",88,120,75,100,75,142,600
"""Zacian""","""Fairy""",,,0,"""Sword""",92,120,115,80,115,138,660
"""Zacian""","""Fairy""","""Steel""",,0,"""Sword""",92,150,115,80,115,148,700
"""Zamazenta""","""Fighting""",,,0,"""Sword""",92,120,115,80,115,138,660
"""Zamazenta""","""Fighting""","""Steel""",,0,"""Sword""",92,120,140,80,140,128,700
"""Eternatus""","""Poison""","""Dragon""",,0,"""Sword""",140,85,95,145,95,130,690
"""Eternatus""","""Poison""","""Dragon""",,0,"""Sword""",255,115,250,125,250,130,1125
"""Kubfu""","""Fighting""",,,0,"""Sword""",60,90,60,53,50,72,385
"""Urshifu""","""Fighting""","""Dark""",,0,"""Sword""",100,130,100,63,60,97,550
"""Urshifu""","""Fighting""","""Dark""",,0,"""Sword""",100,130,100,63,60,97,550
"""Urshifu""","""Fighting""","""Water""",,0,"""Sword""",100,130,100,63,60,97,550
"""Urshifu""","""Fighting""","""Water""",,0,"""Sword""",100,130,100,63,60,97,550
"""Urshifu""","""Fighting""","""Dark""",,0,"""Sword""",100,130,100,63,60,97,550
"""Urshifu""","""Fighting""","""Water""",,0,"""Sword""",100,130,100,63,60,97,550
"""Zarude""","""Dark""","""Grass""",,0,"""Sword""",105,120,105,70,95,105,600
"""Zarude""","""Dark""","""Grass""",,0,"""Sword""",105,120,105,70,95,105,600
"""Regieleki""","""Electric""",,,35,"""Sword""",80,100,50,100,50,200,580
"""Regidrago""","""Dragon""",,,35,"""Sword""",200,100,50,100,50,80,580
"""Glastrier""","""Ice""",,,0,"""Sword""",100,145,130,65,110,30,580
"""Spectrier""","""Ghost""",,,0,"""Sword""",100,65,60,145,80,130,580
"""Calyrex""","""Psychic""","""Grass""",,0,"""Sword""",100,80,80,80,80,80,500
"""Calyrex""","""Psychic""","""Ice""",,0,"""Sword""",100,165,150,85,130,50,680
"""Calyrex""","""Psychic""","""Ghost""",,0,"""Sword""",100,85,80,165,100,150,680
"""Wyrdeer""","""Normal""","""Psychic""","""Frisk""",0,"""Legends Arceus""",103,105,72,105,75,65,525
"""Wyrdeer""","""Normal""","""Psychic""","""Frisk""",0,"""Legends Arceus""",103,105,72,105,75,65,525
"""Kleavor""","""Bug""","""Rock""","""Sheer Force""",0,"""Legends Arceus""",70,130,95,45,75,85,500
"""Ursaluna""","""Ground""","""Normal""","""Bulletproof""",0,"""Legends Arceus""",130,140,105,45,80,50,550
"""Ursaluna""","""Ground""","""Normal""","""Bulletproof""",0,"""Legends Arceus""",130,140,105,45,80,50,550
"""Ursaluna""","""Ground""","""Normal""",,0,"""Scarlet""",113,70,120,135,65,52,555
"""Basculegion""","""Water""","""Ghost""","""Adaptability""",0,"""Legends Arceus""",120,92,65,100,75,78,530
"""Basculegion""","""Water""","""Ghost""","""Adaptability""",0,"""Legends Arceus""",120,112,65,80,75,78,530
"""Sneasler""","""Fighting""","""Poison""","""Unburden""",0,"""Legends Arceus""",80,130,60,40,80,120,510
"""Overqwil""","""Dark""","""Poison""","""Swift Swim""",0,"""Legends Arceus""",85,115,95,65,65,85,510
"""Overqwil""","""Dark""","""Poison""","""Swift Swim""",0,"""Legends Arceus""",85,115,95,65,65,85,510
"""Enamorus""","""Fairy""","""Flying""",,0,"""Legends Arceus""",74,115,70,135,80,106,580
"""Enamorus""","""Fairy""","""Flying""",,0,"""Legends Arceus""",74,115,110,135,100,46,580
"""Sprigatito""","""Grass""",,,50,"""Scarlet""",40,61,54,45,45,65,310
"""Floragato""","""Grass""",,,50,"""Scarlet""",61,80,63,60,63,83,410
"""Meowscarada""","""Grass""","""Dark""",,50,"""Scarlet""",76,110,70,81,70,123,530
"""Fuecoco""","""Fire""",,,50,"""Scarlet""",67,45,59,63,40,36,310
"""Crocalor""","""Fire""",,,50,"""Scarlet""",81,55,78,49,58,90,411
"""Skeledirge""","""Fire""","""Ghost""",,50,"""Scarlet""",104,75,100,110,75,66,530
"""Quaxly""","""Water""",,,50,"""Scarlet""",55,65,45,50,45,50,310
"""Quaxwell""","""Water""",,,50,"""Scarlet""",70,85,65,65,60,65,410
"""Quaquaval""","""Water""","""Fighting""",,50,"""Scarlet""",85,120,80,85,75,85,530
"""Lechonk""","""Normal""",,"""Gluttony""",50,"""Scarlet""",54,45,40,35,45,35,254
"""Oinkologne""","""Normal""",,"""Gluttony""",50,"""Scarlet""",110,100,75,59,80,65,489
"""Oinkologne""","""Normal""",,"""Gluttony""",50,"""Scarlet""",115,90,70,59,90,65,489
"""Tarountula""","""Bug""",,,50,"""Scarlet""",35,41,45,29,40,20,210
"""Spidops""","""Bug""",,,50,"""Scarlet""",60,79,92,52,86,35,404
"""Nymble""","""Bug""",,,20,"""Scarlet""",33,46,40,21,25,45,210
"""Lokix""","""Bug""","""Dark""",,0,"""Scarlet""",71,102,78,52,55,92,450
"""Pawmi""","""Electric""",,"""Natural Cure""",50,"""Scarlet""",45,50,20,40,25,60,240
"""Pawmo""","""Electric""","""Fighting""","""Natural Cure""",50,"""Scarlet""",60,75,40,50,40,85,350
"""Pawmot""","""Electric""","""Fighting""","""Natural Cure""",50,"""Scarlet""",70,115,70,70,60,105,490
"""Tandemaus""","""Normal""",,"""Pickup""",50,"""Scarlet""",50,50,45,40,45,75,305
"""Maushold""","""Normal""",,"""Cheek Pouch""",50,"""Scarlet""",74,75,70,65,75,111,470
"""Maushold""","""Normal""",,"""Cheek Pouch""",50,"""Scarlet""",74,75,70,65,75,111,470
"""Fidough""","""Fairy""",,,50,"""Scarlet""",37,55,70,30,55,65,312
"""Dachsbun""","""Fairy""",,,50,"""Scarlet""",57,80,115,50,80,95,477
"""Smoliv""","""Grass""","""Normal""",,50,"""Scarlet""",41,35,45,58,51,30,260
"""Dolliv""","""Grass""","""Normal""",,50,"""Scarlet""",52,53,60,78,78,33,354
"""Arboliva""","""Grass""","""Normal""",,50,"""Scarlet""",78,69,90,125,109,39,510
"""Squawkabilly""","""Normal""","""Flying""","""Hustle""",50,"""Scarlet""",82,96,51,45,51,92,417
"""Squawkabilly""","""Normal""","""Flying""","""Hustle""",50,"""Scarlet""",82,96,51,45,51,92,417
"""Squawkabilly""","""Normal""","""Flying""","""Hustle""",50,"""Scarlet""",82,96,51,45,51,92,417
"""Squawkabilly""","""Normal""","""Flying""","""Hustle""",50,"""Scarlet""",82,96,51,45,51,92,417
"""Nacli""","""Rock""",,"""Sturdy""",50,"""Scarlet""",55,55,75,35,35,25,280
"""Naclstack""","""Rock""",,"""Sturdy""",50,"""Scarlet""",60,60,100,35,65,35,355
"""Garganacl""","""Rock""",,"""Sturdy""",50,"""Scarlet""",100,100,130,45,90,35,500
"""Charcadet""","""Fire""",,,50,"""Scarlet""",40,50,40,50,40,35,255
"""Armarouge""","""Fire""","""Psychic""",,0,"""Scarlet""",85,60,100,125,80,75,525
"""Ceruledge""","""Fire""","""Ghost""",,0,"""Scarlet""",75,125,80,60,100,85,525
"""Tadbulb""","""Electric""",,"""Static""",50,"""Scarlet""",61,31,41,59,35,45,272
"""Bellibolt""","""Electric""",,"""Static""",50,"""Scarlet""",109,64,91,103,83,45,495
"""Wattrel""","""Electric""","""Flying""","""Volt Absorb""",50,"""Scarlet""",40,40,35,55,40,70,280
"""Kilowattrel""","""Electric""","""Flying""","""Volt Absorb""",50,"""Scarlet""",70,70,60,105,60,125,490
"""Maschiff""","""Dark""",,"""Guard Dog""",50,"""Scarlet""",60,78,60,40,51,51,340
"""Mabosstiff""","""Dark""",,"""Guard Dog""",50,"""Scarlet""",80,120,90,60,70,85,505
"""Shroodle""","""Poison""","""Normal""","""Pickpocket""",50,"""Scarlet""",40,65,35,40,35,75,290
"""Grafaiai""","""Poison""","""Normal""","""Poison Touch""",50,"""Scarlet""",63,95,65,80,72,110,485
"""Bramblin""","""Grass""","""Ghost""",,50,"""Scarlet""",40,65,30,45,35,60,275
"""Brambleghast""","""Grass""","""Ghost""",,50,"""Scarlet""",55,115,70,80,70,90,480
"""Toedscool""","""Ground""","""Grass""",,50,"""Scarlet""",40,40,35,50,100,70,335
"""Toedscruel""","""Ground""","""Grass""",,50,"""Scarlet""",80,70,65,80,120,100,515
"""Klawf""","""Rock""",,"""Shell Armor""",50,"""Scarlet""",70,100,115,35,55,75,450
"""Capsakid""","""Grass""",,"""Insomnia""",50,"""Scarlet""",50,62,40,62,40,50,304
"""Scovillain""","""Grass""","""Fire""","""Insomnia""",50,"""Scarlet""",65,108,65,108,65,75,486
"""Rellor""","""Bug""",,,50,"""Scarlet""",41,50,60,31,58,30,270
"""Rabsca""","""Bug""","""Psychic""",,50,"""Scarlet""",75,50,85,115,100,45,470
"""Flittle""","""Psychic""",,"""Frisk""",50,"""Scarlet""",30,35,30,55,30,75,255
"""Espathra""","""Psychic""",,"""Frisk""",50,"""Scarlet""",95,60,60,101,60,105,481
"""Tinkatink""","""Fairy""","""Steel""","""Own Tempo""",50,"""Scarlet""",50,45,45,35,64,58,297
"""Tinkatuff""","""Fairy""","""Steel""","""Own Tempo""",50,"""Scarlet""",65,55,55,45,82,78,380
"""Tinkaton""","""Fairy""","""Steel""","""Own Tempo""",50,"""Scarlet""",85,75,77,70,105,94,506
"""Wiglett""","""Water""",,"""Rattled""",50,"""Scarlet""",10,55,25,35,25,95,245
"""Wugtrio""","""Water""",,"""Rattled""",50,"""Scarlet""",35,100,50,50,70,120,425
"""Bombirdier""","""Flying""","""Dark""","""Keen Eye""",50,"""Scarlet""",70,103,85,60,85,82,485
"""Finizen""","""Water""",,,50,"""Scarlet""",70,45,40,45,40,75,315
"""Palafin""","""Water""",,,50,"""Scarlet""",100,70,72,53,62,100,457
"""Palafin""","""Water""",,,50,"""Scarlet""",100,160,97,106,87,100,650
"""Varoom""","""Steel""","""Poison""",,50,"""Scarlet""",45,70,63,30,45,47,300
"""Revavroom""","""Steel""","""Poison""",,50,"""Scarlet""",80,119,90,54,67,90,500
"""Cyclizar""","""Dragon""","""Normal""",,50,"""Scarlet""",70,95,65,85,65,121,501
"""Orthworm""","""Steel""",,,50,"""Scarlet""",70,85,145,60,55,65,480
"""Glimmet""","""Rock""","""Poison""",,50,"""Scarlet""",48,35,42,105,60,60,350
"""Glimmora""","""Rock""","""Poison""",,50,"""Scarlet""",83,55,90,130,81,86,525
"""Greavard""","""Ghost""",,,50,"""Scarlet""",50,61,60,30,55,34,290
"""Houndstone""","""Ghost""",,,50,"""Scarlet""",72,101,100,50,97,68,488
"""Flamigo""","""Flying""","""Fighting""","""Tangled Feet""",50,"""Scarlet""",82,115,74,75,64,90,500
"""Cetoddle""","""Ice""",,"""Snow Cloak""",50,"""Scarlet""",108,68,45,30,40,43,334
"""Cetitan""","""Ice""",,"""Slush Rush""",50,"""Scarlet""",170,113,65,45,55,73,521
"""Veluza""","""Water""","""Psychic""",,50,"""Scarlet""",90,102,73,78,65,70,478
"""Dondozo""","""Water""",,"""Oblivious""",50,"""Scarlet""",150,100,115,65,65,35,530
"""Tatsugiri""","""Dragon""","""Water""",,50,"""Scarlet""",68,50,60,120,95,82,475
"""Tatsugiri""","""Dragon""","""Water""",,50,"""Scarlet""",68,50,60,120,95,82,475
"""Tatsugiri""","""Dragon""","""Water""",,50,"""Scarlet""",68,50,60,120,95,82,475
"""Annihilape""","""Fighting""","""Ghost""","""Inner Focus""",50,"""Scarlet""",110,115,80,50,90,90,535
"""Clodsire""","""Poison""","""Ground""","""Water Absorb""",50,"""Scarlet""",130,75,60,45,100,20,430
"""Farigiraf""","""Normal""","""Psychic""","""Armor Tail""",50,"""Scarlet""",120,90,70,110,70,60,520
"""Dudunsparce""","""Normal""",,"""Run Away""",50,"""Scarlet""",125,100,80,85,75,55,520
"""Dudunsparce""","""Normal""",,"""Run Away""",50,"""Scarlet""",125,100,80,85,75,55,520
"""Kingambit""","""Dark""","""Steel""","""Supreme Overload""",50,"""Scarlet""",100,135,120,60,85,50,550
"""Great Tusk""","""Ground""","""Fighting""",,0,"""Scarlet""",115,131,131,53,53,87,570
"""Scream Tail""","""Fairy""","""Psychic""",,0,"""Scarlet""",115,65,99,65,115,111,570
"""Brute Bonnet""","""Grass""","""Dark""",,0,"""Scarlet""",111,127,99,79,99,55,570
"""Flutter Mane""","""Ghost""","""Fairy""",,0,"""Scarlet""",55,55,55,135,135,135,570
"""Slither Wing""","""Bug""","""Fighting""",,0,"""Scarlet""",85,135,79,85,105,81,570
"""Sandy Shocks""","""Electric""","""Ground""",,0,"""Scarlet""",85,81,97,121,85,101,570
"""Iron Treads""","""Ground""","""Steel""",,0,"""Scarlet""",90,112,120,72,70,106,570
"""Iron Bundle""","""Ice""","""Water""",,0,"""Scarlet""",56,80,114,124,60,136,570
"""Iron Hands""","""Fighting""","""Electric""",,0,"""Scarlet""",154,140,108,50,68,50,570
"""Iron Jugulis""","""Dark""","""Flying""",,0,"""Scarlet""",94,80,86,122,80,108,570
"""Iron Moth""","""Fire""","""Poison""",,0,"""Scarlet""",80,70,60,140,110,110,570
"""Iron Thorns""","""Rock""","""Electric""",,0,"""Scarlet""",100,130,110,70,84,72,566
"""Frigibax""","""Dragon""","""Ice""",,50,"""Scarlet""",65,75,45,35,45,55,320
"""Arctibax""","""Dragon""","""Ice""",,50,"""Scarlet""",90,95,66,45,65,62,423
"""Baxcalibur""","""Dragon""","""Ice""",,50,"""Scarlet""",115,145,92,75,86,87,600
"""Gimmighoul""","""Ghost""",,,50,"""Scarlet""",45,30,70,75,70,10,300
"""Gimmighoul""","""Ghost""",,,50,"""Pokémon GO""",45,30,25,75,45,80,300
"""Gholdengo""","""Steel""","""Ghost""",,50,"""Scarlet""",87,60,95,133,97,84,556
"""Gholdengo""","""Steel""","""Ghost""",,50,"""Scarlet""",87,60,95,133,97,84,556
"""Wo-Chien""","""Dark""","""Grass""",,0,"""Scarlet""",85,85,100,95,135,70,570
"""Chien-Pao""","""Dark""","""Ice""",,0,"""Scarlet""",80,120,80,90,65,135,570
"""Ting-Lu""","""Dark""","""Ground""",,0,"""Scarlet""",155,110,125,55,80,45,570
"""Chi-Yu""","""Dark""","""Fire""",,0,"""Scarlet""",55,80,80,135,120,100,570
"""Roaring Moon""","""Dragon""","""Dark""",,0,"""Scarlet""",105,139,71,55,101,119,590
"""Iron Valiant""","""Fairy""","""Fighting""",,0,"""Scarlet""",74,130,90,120,60,116,590
"""Koraidon""","""Fighting""","""Dragon""",,0,"""Scarlet""",100,135,115,85,100,135,670
"""Miraidon""","""Electric""","""Dragon""",,0,"""Scarlet""",100,85,100,135,115,135,670
"""Walking Wake""","""Water""","""Dragon""",,0,"""Scarlet""",99,83,91,125,83,109,590
"""Iron Leaves""","""Grass""","""Psychic""",,0,"""Scarlet""",90,130,88,70,108,104,590
"""Dipplin""","""Grass""","""Dragon""","""Gluttony""",50,"""Scarlet""",80,80,110,95,80,40,485
"""Poltchageist""","""Grass""","""Ghost""",,50,"""Scarlet""",40,45,45,74,54,50,308
"""Poltchageist""","""Grass""","""Ghost""",,50,"""Scarlet""",40,45,45,74,54,50,308
"""Sinistcha""","""Grass""","""Ghost""",,50,"""Scarlet""",71,60,106,121,80,70,508
"""Sinistcha""","""Grass""","""Ghost""",,50,"""Scarlet""",71,60,106,121,80,70,508
"""Okidogi""","""Poison""","""Fighting""",,0,"""Scarlet""",88,128,115,58,86,80,555
"""Munkidori""","""Poison""","""Psychic""",,0,"""Scarlet""",86,75,66,130,90,106,553
"""Fezandipiti""","""Poison""","""Fairy""",,0,"""Scarlet""",88,91,82,70,125,99,555
"""Ogerpon""","""Grass""",,,50,"""Scarlet""",80,120,84,60,96,110,550
"""Ogerpon""","""Grass""","""Water""",,50,"""Scarlet""",80,120,84,60,96,110,550
"""Ogerpon""","""Grass""","""Fire""",,50,"""Scarlet""",80,120,84,60,96,110,550
"""Ogerpon""","""Grass""","""Rock""",,50,"""Scarlet""",80,120,84,60,96,110,550
"""Archaludon""","""Steel""","""Dragon""","""Sturdy""",50,"""Scarlet""",90,105,130,125,65,85,600
"""Hydrapple""","""Grass""","""Dragon""","""Regenerator""",50,"""Scarlet""",106,80,110,120,80,44,540
"""Gouging Fire""","""Fire""","""Dragon""",,0,"""Violet""",105,115,121,65,93,91,590
"""Raging Bolt""","""Electric""","""Dragon""",,0,"""Scarlet""",125,73,91,137,89,75,590
"""Iron Boulder""","""Rock""","""Psychic""",,0,"""Violet""",90,120,80,68,108,124,590
"""Iron Crown""","""Steel""","""Psychic""",,0,"""Scarlet""",90,72,100,122,108,98,590
"""Terapagos""","""Normal""",,,0,"""Violet""",160,105,110,130,110,85,700
"""Terapagos""","""Normal""",,,0,"""Violet""",90,65,85,65,85,60,450
"""Terapagos""","""Normal""",,,0,"""Scarlet""",95,95,110,105,110,85,600
"""Pecharunt""","""Poison""","""Ghost""",,0,"""Scarlet""",88,88,160,88,88,88,600
